approach,challenge_type,versions_seen,runs,success_rate,collision_rate,timeout_rate,invalid_rate,average_steps,average_optimal_steps,efficiency_score,drift_rate,regression_rate,improvement_rate,pure_trace_drift_rate
gpt_sdd_c,corridor,4,8,0.25,0.0,0.5,0.25,11.5,11.0,0.212,1.0,0.167,0.5,0.333
gpt_sdd_c,counterintuitive,4,12,0.0,0.0,0.75,0.25,18.0,11.0,0.0,1.0,0.0,0.333,0.667
gpt_sdd_c,dead_end,4,12,0.083,0.0,0.667,0.25,17.583,10.667,0.053,1.0,0.111,0.333,0.556
gpt_sdd_c,single_detour,4,24,0.25,0.0,0.5,0.25,15.75,8.5,0.122,1.0,0.222,0.444,0.333
gpt_sdd_c,straight_line,4,4,0.75,0.0,0.0,0.25,3.0,4.0,0.75,0.333,0.0,0.333,0.0
