approach,scenario_id,scenario_name,dominant_outcome,consistency_score,consistency_interpretation
opus_pdd_group_b3,15,hard_move_away_corridor,TIMEOUT,0.875,high_consistency_stagnation
opus_sdd,1,easy_open_short_path,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,2,easy_single_obstacle_detour,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,3,easy_l_wall_one_turn,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,4,easy_corner_goal_blocked,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,5,easy_two_isolated_obstacles,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,6,medium_straight_narrow_corridor,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,7,medium_s_shaped_path,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,8,medium_central_obstacle,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,9,medium_single_valid_detour,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,10,medium_dead_end_corridors,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,11,hard_maze_one_dead_end,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,12,hard_u_trap_goal,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,13,hard_long_detour_budget,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,14,hard_two_dead_ends,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd,15,hard_move_away_corridor,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_a,1,easy_open_short_path,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_a,2,easy_single_obstacle_detour,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_a,3,easy_l_wall_one_turn,TIMEOUT,0.75,mixed_or_variable
opus_sdd_a,4,easy_corner_goal_blocked,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_a,5,easy_two_isolated_obstacles,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_a,6,medium_straight_narrow_corridor,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_a,7,medium_s_shaped_path,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_a,8,medium_central_obstacle,GOAL_REACHED,0.5,mixed_or_variable
opus_sdd_a,9,medium_single_valid_detour,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_a,10,medium_dead_end_corridors,GOAL_REACHED,0.5,mixed_or_variable
opus_sdd_a,11,hard_maze_one_dead_end,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_a,12,hard_u_trap_goal,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_a,13,hard_long_detour_budget,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_a,14,hard_two_dead_ends,GOAL_REACHED,0.5,mixed_or_variable
opus_sdd_a,15,hard_move_away_corridor,TIMEOUT,0.75,mixed_or_variable
opus_sdd_b,1,easy_open_short_path,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_b,2,easy_single_obstacle_detour,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_b,3,easy_l_wall_one_turn,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_b,4,easy_corner_goal_blocked,TIMEOUT,0.75,mixed_or_variable
opus_sdd_b,5,easy_two_isolated_obstacles,TIMEOUT,0.75,mixed_or_variable
opus_sdd_b,6,medium_straight_narrow_corridor,GOAL_REACHED,0.75,mixed_or_variable
opus_sdd_b,7,medium_s_shaped_path,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,8,medium_central_obstacle,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,9,medium_single_valid_detour,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,10,medium_dead_end_corridors,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,11,hard_maze_one_dead_end,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,12,hard_u_trap_goal,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,13,hard_long_detour_budget,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_b,14,hard_two_dead_ends,TIMEOUT,0.75,mixed_or_variable
opus_sdd_b,15,hard_move_away_corridor,GOAL_REACHED,0.5,mixed_or_variable
opus_sdd_c,1,easy_open_short_path,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_c,2,easy_single_obstacle_detour,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_c,3,easy_l_wall_one_turn,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_c,4,easy_corner_goal_blocked,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_c,5,easy_two_isolated_obstacles,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_c,6,medium_straight_narrow_corridor,GOAL_REACHED,1.0,high_consistency_reliable_success
opus_sdd_c,7,medium_s_shaped_path,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_c,8,medium_central_obstacle,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_c,9,medium_single_valid_detour,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_c,10,medium_dead_end_corridors,GOAL_REACHED,0.5,mixed_or_variable
opus_sdd_c,11,hard_maze_one_dead_end,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_c,12,hard_u_trap_goal,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_c,13,hard_long_detour_budget,TIMEOUT,1.0,high_consistency_stagnation
opus_sdd_c,14,hard_two_dead_ends,GOAL_REACHED,0.5,mixed_or_variable
opus_sdd_c,15,hard_move_away_corridor,TIMEOUT,1.0,high_consistency_stagnation
oracle,1,easy_open_short_path,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,2,easy_single_obstacle_detour,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,3,easy_l_wall_one_turn,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,4,easy_corner_goal_blocked,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,5,easy_two_isolated_obstacles,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,6,medium_straight_narrow_corridor,TIMEOUT,1.0,high_consistency_stagnation
oracle,7,medium_s_shaped_path,TIMEOUT,1.0,high_consistency_stagnation
oracle,8,medium_central_obstacle,TIMEOUT,1.0,high_consistency_stagnation
oracle,9,medium_single_valid_detour,TIMEOUT,1.0,high_consistency_stagnation
oracle,10,medium_dead_end_corridors,TIMEOUT,1.0,high_consistency_stagnation
oracle,11,hard_maze_one_dead_end,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,12,hard_u_trap_goal,TIMEOUT,1.0,high_consistency_stagnation
oracle,13,hard_long_detour_budget,GOAL_REACHED,1.0,high_consistency_reliable_success
oracle,14,hard_two_dead_ends,TIMEOUT,1.0,high_consistency_stagnation
oracle,15,hard_move_away_corridor,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,1,easy_open_short_path,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,2,easy_single_obstacle_detour,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,3,easy_l_wall_one_turn,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,4,easy_corner_goal_blocked,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,5,easy_two_isolated_obstacles,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,6,medium_straight_narrow_corridor,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,7,medium_s_shaped_path,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,8,medium_central_obstacle,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,9,medium_single_valid_detour,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,10,medium_dead_end_corridors,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,11,hard_maze_one_dead_end,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,12,hard_u_trap_goal,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,13,hard_long_detour_budget,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,14,hard_two_dead_ends,TIMEOUT,1.0,high_consistency_stagnation
random_baseline,15,hard_move_away_corridor,TIMEOUT,1.0,high_consistency_stagnation
target,1,easy_open_short_path,GOAL_REACHED,1.0,high_consistency_reliable_success
target,2,easy_single_obstacle_detour,GOAL_REACHED,1.0,high_consistency_reliable_success
target,3,easy_l_wall_one_turn,GOAL_REACHED,1.0,high_consistency_reliable_success
target,4,easy_corner_goal_blocked,GOAL_REACHED,1.0,high_consistency_reliable_success
target,5,easy_two_isolated_obstacles,GOAL_REACHED,1.0,high_consistency_reliable_success
target,6,medium_straight_narrow_corridor,GOAL_REACHED,0.5,mixed_or_variable
target,7,medium_s_shaped_path,GOAL_REACHED,0.5,mixed_or_variable
target,8,medium_central_obstacle,GOAL_REACHED,0.5,mixed_or_variable
target,9,medium_single_valid_detour,GOAL_REACHED,0.5,mixed_or_variable
target,10,medium_dead_end_corridors,GOAL_REACHED,0.5,mixed_or_variable
target,11,hard_maze_one_dead_end,GOAL_REACHED,0.5,mixed_or_variable
target,12,hard_u_trap_goal,GOAL_REACHED,0.5,mixed_or_variable
target,13,hard_long_detour_budget,GOAL_REACHED,0.5,mixed_or_variable
target,14,hard_two_dead_ends,GOAL_REACHED,0.5,mixed_or_variable
target,15,hard_move_away_corridor,GOAL_REACHED,0.5,mixed_or_variable
